data.results.uri	data.results.label	data.results.type.uri	data.results.type.label
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-635	Anticipate demobilization, identify excess resources, and coordinate with assigned resources to prepare demobilization schedule.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-88	Use maps, compass, Global Positioning System (GPS) and other tools and applications to gather information and navigate on incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-176	Utilize incident time system programs and provide training as needed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-470	Establish resource allocation priorities and ensure they are followed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1280	Determine location of assignment, types of information required, priorities, time limits for completion, methods of communication and documentation, and method of transportation.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-648	Maintain all use records per agency guidelines.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-942	Include input into Assignment List (ICS 204 WF).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1205	Travel to and check in at the assignment. Notify incident supervisor and/or dispatch when arriving at the incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-189	Ensure adequate documentation of all actions taken in relation to incident business management, providing the host agency with an Incident Finance Package that will facilitate payments, claims processing, and resolution of outstanding problems.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-483	Anticipate demobilization, identify excess resources, coordinate with area IMTs to prepare demobilization schedule, and communicate with supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1293	Obtain briefing, objectives, and intent from supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-230	Manage records and files associated with expanded dispatch.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1040	Coordinate with the GSUL to determine resources on hand.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-408	Coordinate with military on the use of airspace in Military Operations Areas (MOAs) and affected Military Training Routes (MTRs).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-955	Document mobilization and demobilization information and pass information through established channels.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1218	Identify situations that exceed faller’s skill level.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-702	Ensure adequate space for ramp operations as well as day off/maintenance parking and transient aircraft.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-496	Evaluate effectiveness of the current system of expanded dispatch and identify needed improvements.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-790	Communicate changing conditions to incident supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-243	Process information as directed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1053	Coordinate with GSUL to establish areas for service, weed wash, repair, and fueling.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-715	Ensure retardant lot acceptance and quality assurance procedures are followed by routing samples accordingly. Refer to National Technology and Development Center in Missoula at https://www.fs.fed.us/rm/fire/.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-256	Perform individual tree size-up before engaging in any saw operation that includes analyzing hazards, defects, lean(s), determining lay of the tree, description of escape routes, and cut plan.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1066	Complete vehicle and equipment pre- and post-use inspections.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-550	Participate in preparation of the IAP or other relevant plan.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1360	Time and equipment records	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-728	Review Base Operations Plan and obtain initial briefing from supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-269	Report all accidents, injuries, or near misses to supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1079	Utilize the following reference documents to accomplish work: NWCG Standards for Interagency Incident Business Management, PMS 902, Geographic area supplements, National and regional mobilization guides, Contract/Incident Blanket Purchase Agreement (IBPA), Cooperative agreements, and Agency-specific guidelines.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-563	Debrief ATGS, personnel, and pilots at end of shift; adjust operations as necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1373	Direct firing activities and evaluate firing techniques to ensure management objectives are met.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-576	Consolidate multiple overlapping TFRs and/or restrictions into one manageable TFR. Coordinate with other incident AOBDs, Area Command Team, geographic area aircraft coordinator dispatchers, ASCOs, FAA Air Route Traffic Control Centers (ARTCC), dispatchers, and frequency coordinators to avoid confusion. These changes must be forwarded immediately to the dispatch center that will initiate a new order to the FAA.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1386	Perform FSC1 duties commensurate with Type 1 incident complexity, as per the Interagency Standards for Fire and Aviation Operations (Red Book).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-870	Monitor performance and provide immediate and regular feedback to assigned resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-323	Complete engine maintenance.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1133	Identify potential conflicts and resolve within the same operational period, if possible.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-70	Anticipate demobilization, identify excess resources, coordinate with operations to prepare demobilization schedule, and communicate with supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-589	Establish procedures for emergency reassignment of aircraft.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1399	Obtain briefing, objectives, and intent from the incident commander (IC).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-883	Adhere to appropriate crew management guides.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-336	Confirm driver/operator qualifications, including pertinent Department of Transportation (DOT), agency, state, and local operating requirements.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1146	Obtain briefing from previous shift/assignment FACL as necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-630	Conduct initial and daily or more frequent briefings with pilots, contract personnel, agency employees, and cooperator personnel.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-83	Obtain and distribute Incident Action Plans (IAP), other relevant plans, maps, and local area information.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-808	Establish a compensation-for-injury work area within or as close as possible to the Medical Unit.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-171	Communicate effectively using multichannel radios. Prepare and program radios for assignment. Use plain language and Incident Command System (ICS) terminology.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-896	Communicate effectively using multichannel radios. Prepare and program radios for assignment. Ensure effective radio communications when assigned resources are using multiple frequencies during incident operations. Use plain language and ICS terminology.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-349	Maintain communication links with appropriate incident functions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1159	Participate as appropriate in briefings and After Action Reviews (AARs).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-643	Submit required forms to the appropriate personnel by close of business (COB) daily.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-96	Contribute to the planning process by providing accurate information and recommendations through established chain of command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1200	Develop and follow safe working distances and communication practices when utilizing a swamper during complex saw operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-184	Brief Agency Administrator on Incident Finance Package.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-109	Obtain and assemble information and materials needed for kit.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-403	Monitor flight status continuously for all aircraft in flight and ensure aircraft pilots are aware of each other, weather conditions and potential hazards.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-950	Review IAP and obtain briefing, objectives, and intent from supervisor	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1213	Establish and maintain cutting area control. Ensure 2½ tree lengths distance from other personnel when felling and that your work area is clear.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-197	Establish reporting schedule to gather daily equipment time from support sections and contractors.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-491	Identify potential conflicts and resolve them within the same operational period, if possible.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-669	Evaluate personal safety considerations and attitudes of personnel in regard to risk management when conducting base operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-416	"Coordinate aviation activities:
Relay aviation activities and status updates to supervisor, pilots, agency personnel, and appropriate base(s) of operation.
Coordinate smokejumpers, helitack, airtainkers, and aerial supervision modules in addition to detection aircraft.
Mobilize tactical air resources to an incident using establised ordering procedures.
Determine appropriate aircraft for mission based on flight request information, mission requirement, locations, special circumstances, availability, and cost effectiveness.  Complete a cost comparison if necessary.
Process a flight request into a flight schedule.
Plan and implement flight following procedures according to agency requirements.  Determine check in times and relay flight itinerary as appropriate.
Notify incident/dispatch centers of aircraft estimated time of arrival (ETA)/estimated time of departure (ETD).
Monitor flight status continuously for all aircraft in flight and ensure aircraft pilots are aware of each other, weather conditions and potential hazards.
Confirm aircraft is safely on the ground at final destination.
Relay incident information and reload bases to responding aircraft.
Monitor prioritize, and coordinate radio traffice involving multiple frequencies.
Identify flight hazards from hazard maps or software and communicate hazards to responding aircraft.
Brief aircraft manager(s) and/or pilot(s) on flight mission, known hazards, and frequencies.
Mobilize aircraft for logistical missions."	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-963	Relay staffing and equipment needs to work supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1226	Know how to perform basic saw maintenance during field conditions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-710	Ensure pilot and aircraft are operational and contractual requirements are met.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1061	Coordinate with other unit leaders on any equipment and support service needs necessary for the incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-976	Process Resource Orders and supplemental forms through the appropriate ordering channels.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-429	Review Incident Action Plan (IAP), if applicable, and obtain briefing, objectives, and intent from supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1239	Be open to feedback and continued training by FAL1 and FAL2 sawyers.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-723	Provide for all logistical needs of the base, personnel, and contractors.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-264	Ensure you are prepared to execute the Medical Plan (ICS 206 WF).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1074	Document any follow-up actions for the jurisdictional agency.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-989	Ensure coordination between functional areas within the expanded dispatch organization.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-277	"Ensure individual and equipment readiness:
Fully functional and maintained chainsaw
Saw chaps
3 to 5-pound axe
Wedges
Bar wrench/files/raker gauge
Saw kit"	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1087	"Utilize the following reference documents to accomplish work:
NWCG Standards for Interagency Incident Business Management, PMS 902,
Geographic area supplements,
National and regional mobilization guides,
Contract/Incident Blanket Purchase Agreement (IBPA),
Cooperative agreements, and
Agency-specific guidelines."	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-571	Initiate contact with unmanned aircraft system (UAS) personnel upon UAS order fills.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1381	Coordinate travel (e.g., travel routes, communication procedures, and accountability).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1306	Mentor and train assigned resources in safe firefighting practices (e.g., tool maintenance, fireline construction techniques).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-584	Coordinate with Aerial Supervision Military Liaison (civilian), Military Air Operations Coordinator (civilian), Military Operations Officer, and aerial supervisor in utilizing, assigning, and coordinating military air operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1394	Participate in preparation or review of the Incident Action Plan (IAP) or relevant plan and advise on current capabilities and limitations, additional needs, and long-range plans.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-331	Develop contingency plans/alternatives in case of engine/equipment breakdown or failure.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1141	Ensure facility maintenance services are provided:	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-509	Check in with the incident supervisor and/or dispatch when arriving at the incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1319	Identify health and safety hazards from smoke and mitigate exposure as necessary (Smoke: Know the Risks module)	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-803	Establish a system for documenting and processing injury/illness claims.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-597	Perform an aerial reconnaissance to locate desired helispots.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-891	Establish and communicate for the division: chain of command; reporting procedures; risk management processes; and radio frequency management.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-344	Obtain daily or more frequent briefings from supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1154	Conduct warning shout (Falling!) every time before a backcut is started, and again when the tree begins to commit to the lay.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-816	Ensure effective exchange of information between agency management and expanded dispatch organization.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-16	Establish and communicate objectives, priorities, work assignments, and performance expectations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1167	Apply the Risk Management Process as stated in the Incident Response Pocket Guide (IRPG) PMS 461:	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-651	Ensure Incident Personnel Performance Rating, ICS 225WF (NFES 001576) for all airtanker base support personnel (qualified or trainee) on assignment are completed and sent to home unit.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-104	Consult with supervisor on resource needs and suggest adjustments as necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-829	Ensure timely and accurate reporting and briefings occur.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-192	Adjust actions based on changing information; communicate changing conditions to incident subordinates.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-29	Brief assigned resources on demobilization procedures and responsibilities.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-117	Report any corrections up chain of command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-664	Responsible for the maintenance and update of the base safety and security plan, Incident/Accident Action Plan, and Aviation Mishap Response Guide and Checklist.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-411	Utilize dispatch telecommunications equipment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1221	Consult immediate supervisor when unfamiliar or unusually hazardous conditions exist and seek supervisor's approval before cutting is commenced.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-677	Ensure hazardous materials are transported in accordance with the Interagency Transport of Hazardous Materials Guide.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-971	Independently plan and carry out work. Address issues in accordance with instructions, policies, previous training, and accepted practices.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-424	Request communications and operations support through the ASGS.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1234	Mitigate hazards and perform low complexity fireline chainsaw operations, i.e., fireline construction, felling, brushing, thinning, bucking, and limbing.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-984	Consider safe and cost-effective results when mobilizing and demobilizing resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1247	Use personnel as road guards on active travel routes within the cutting site to secure felling area.  Establish additional traffic control measures, such as signs, or barriers, to control traffic as needed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-731	Communicate effectively using multichannel radios. Use plain language and ICS terminology.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-909	Obtain regular updates from subordinates and/or adjacent resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1082	Obtain required signatures.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-997	Complete daily review of staffing requirements and ensure adequate personnel to meet needs.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-744	Anticipate demobilization, identify excess resources, coordinate with Operations to prepare demobilization schedule, and communicate with supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1007	Review or establish which incidents are supported by expanded dispatch and what incoming orders expanded is responsible to process.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1301	Ensure compliance with all safety practices and procedures for assigned personnel.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1095	Audit the posting of time prior to finalizing invoices to ensure compliance with agreement/contract.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-757	Design telephone/data networks to meet incident needs.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-504	Ensure adquate facilities.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-298	Obtain briefing, objectives, and intent from the Incident Commander (IC).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-592	Determine hours of operational period for air operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-517	Prepare for and participate in pre-planning/strategy meetings.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1327	Establish and maintain the physical fitness level necessary to effectively perform hard physical labor for extended periods under adverse climate, fuel, and terrain conditions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-811	Prepare information for pre-planning/strategy meeting.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-11	Provide positive influence.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-352	Establish communications and exchange necessary briefings/information.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-365	Ensure landing/airport use fees are properly documented.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-837	Advise AAs and/or MAC Group and facilitate implementation of their decisions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-37	Ensure incident and agency demobilization procedures and work/rest driving standards are followed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-378	Provide daily data on number of gallons of retardant dropped and aircraft costs.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1188	Trees that require more than 2” of lift to overcome the back lean.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-125	Report all accidents or injuries to the incident supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-672	Prepare and respond to emergencies as training and qualifications allow.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1407	If necessary, ensure completion of an aerial hazard map for all assigned aviation resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-138	Submit accident/incident reports with pertinent forms (SAFECOM, SAFENET, agency specific forms) through established chain of command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-685	Responsible for safety management, including risk assessments and mitigations, for the airtanker base.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-432	Develop, monitor, and refine as necessary Area Command expectations and roles for the assignment and obtain concurrence of AA.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1242	Identify assigned resources and maintain accountability. Confirm that IAP or relevant plan has all assigned resources listed. Report any corrections up chain of command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-698	"Apply principles of Operational Risk Management:
Identify and assess risks or hazards
Develop controls or mitigations
Supervise and Evaluate"	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-992	"Ensure effective exchange of information between expanded dispatch and other entities and support organizations:
Local initial attack dispatch
IMTs
Geographic Coordination Center (GACC)
Buying Team(s)
Administrative Payment Teams
Transportation unit
Cache
MAC Group(s)"	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-445	Develop a demobilization plan with timeline for the AAs, IMTs, and coordination system, including MACs.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1255	Ensure compliance with contract and agreement specifications, as well as any agency-specific requirements.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
